3.952222,39.477162,19.579939,5
6.797273,43.740137,18.639032,13
10.4405,51.63399,16.42789,12
10.027273,53.546522,15.320832,11
10.693636,55.161097,14.89245,11
11.206818,57.143223,14.635441,10
14.443636,64.522894,13.794723,12
19.696364,70.789512,13.056268,9
23.914091,73.874856,12.740623,13
25.159,72.743837,12.64919,16
29.174091,73.125812,12.487059,15
31.136818,75.034658,12.305945,14
27.886364,74.991997,12.399559,13
23.868182,71.181275,13.25285,12
23.996818,66.701983,14.416027,11
19.284545,55.251595,17.480355,8
15.6405,43.489465,20.96688,8
10.46,37.841342,22.626318,10
7.613636,35.059605,23.19935,9
9.08,31.768877,24.569495,7
9.106,26.81666,26.060275,8
9.373182,26.932197,25.943309,10
8.855,24.19558,25.890186,13
15.605455,23.345162,25.717586,13
28.405455,26.493896,24.755155,20
39.0105,31.62096,22.6587,30
38.66,40.161065,19.903077,32
36.969545,48.472372,18.223432,31
37.643182,54.096093,17.317532,28
38.65,57.970523,16.774086,24
39.889,61.722862,16.22344,25
38.105909,60.389079,16.026741,26
45.932273,69.330415,15.205582,26
47.659091,71.913678,14.863809,26
47.471364,71.788891,14.634273,27
48.061818,70.643249,14.472718,23
49.627273,70.315871,14.131077,28
48.527,67.002435,14.658335,26
46.361818,60.803732,15.815809,25
42.501364,50.406116,18.931936,27
35.475455,37.165188,23.553241,22
34.093636,30.980678,26.013377,25
26.4025,26.272396,26.55997,19
17.211818,20.766573,27.870405,18
13.575909,18.129296,28.729582,14
12.759091,17.735192,29.648182,13
12.593636,17.649535,29.717668,15
14.814,19.974399,28.09587,16
20.468182,24.54543,26.329668,20
23.685455,27.804044,25.054036,20
26.985,33.061066,22.926564,23
31.456,36.511899,21.95309,25
31.78,36.05869,21.690018,26
36.155,45.119615,20.374968,27
40.001818,48.696225,19.688714,31
42.834091,49.650161,19.215023,31
45.5595,50.004554,18.984595,34
48.750455,52.683898,18.477341,37
51.782727,55.821713,17.895541,37
54.05,60.080857,17.147614,41
54.669091,64.288316,16.543182,36
55.516364,66.643403,16.984214,35
61.577273,64.48046,18.002986,34
78.0645,56.144483,20.60069,40
74.807273,44.274885,24.888673,44
68.897727,40.643312,26.498414,43
64.129091,38.233649,27.623495,42
58.213636,34.686811,28.771845,49
57.245,29.088053,29.845109,46
49.9935,21.566694,31.80358,44
41.261818,17.800345,32.641141,38
38.052273,17.759662,32.634068,35
36.123636,18.141328,31.978518,33
31.336364,19.337187,30.762577,25
31.9505,23.449944,27.13882,31
30.337273,25.172785,25.376195,29
38.019091,33.31578,24.227382,30
46.365,42.465052,23.326482,37
50.180455,47.614004,22.458336,38
54.1055,51.09689,21.74431,42
48.189091,53.691845,20.441918,40
45.215455,53.67289,19.374523,36
48.399091,56.916257,18.594559,37
50.463636,61.162516,18.027173,36
52.1265,64.004184,17.61502,37
53.618182,63.594524,17.873586,34
57.079091,58.892815,19.0865,35
60.242273,49.018081,22.514291,35
58.353182,38.796499,27.136964,34
52.903636,33.909127,30.100514,38
51.2535,31.466608,32.110575,42
52.684091,30.273303,33.105745,46
51.696818,27.566096,35.500745,49
52.961364,26.713831,36.169441,47
57.694,24.881421,37.35511,52
62.295455,24.813728,37.513005,61
76.399545,29.797471,35.309295,69
76.290909,39.527803,31.477609,78
80.511364,47.865358,28.185995,73
85.1115,50.411735,26.57503,71
90.948636,52.548396,25.418018,69
97.614545,53.091645,24.500377,72
105.628636,54.75597,23.894541,73
115.568,57.031939,23.08254,77
127.422273,60.129759,22.369405,87
131.379545,63.941589,21.580223,87
122.82,66.908569,20.650618,82
124.943182,69.196595,20.086432,75
127.4815,69.862466,19.99741,77
132.169545,67.467852,20.746895,77
129.015455,61.811528,22.326182,79
116.542273,53.562379,24.208923,76
102.681364,44.587757,26.380005,69
81.8865,37.80683,27.735355,63
55.050455,29.456863,29.006677,54
42.664091,22.937921,30.284132,41
33.849091,20.290013,30.715355,33
30.058,21.655318,30.23516,27
22.806364,21.998928,31.441505,23
17.274091,21.731085,31.281532,20
15.815455,25.232288,29.996591,19
15.062727,26.872422,29.763527,18
15.097,30.626479,26.992325,19
17.008636,36.734347,25.647341,17
18.753182,42.583174,24.955191,19
20.806818,43.95272,24.456923,18
23.221818,48.992316,23.541636,22
23.759,51.149669,22.815425,23
24.225455,52.911245,22.320927,22
26.23,55.780138,21.80015,22
30.308636,59.256545,20.593068,24
33.060909,58.660749,20.0091,24
32.8445,57.039923,19.751825,22
34.582727,57.402284,20.30725,22
32.519545,53.012996,21.492327,21
31.433636,44.611684,24.533141,17
31.656818,34.211006,29.515559,15
26.4745,29.307716,31.52351,19
23.878636,22.410191,32.277255,20
28.629545,21.167837,33.460164,21
31.076818,20.397351,33.823595,26
32.807,24.236978,32.90356,27
32.246818,24.079749,33.547136,30
28.133636,23.802414,32.459109,26
25.897727,22.962355,29.9612,22
25.026818,24.855004,27.7652,25
22.3195,29.963338,25.75606,22
25.349545,37.01025,24.431195,22
26.423333,38.788218,24.099583,21
26.807857,87.333456,18.06956,12
19.7525,89.244317,16.994715,10
13.533766,87.446162,16.737327,4
11.115909,80.663711,17.146745,7
7.945455,74.164074,17.489873,6
4.726948,70.002227,17.695305,6
3.050357,63.645339,17.157085,4
2.089935,59.27674,16.327059,3
1.58539,57.601412,15.699214,2
1.330844,55.379621,15.3475,2
1.964286,56.196515,15.011636,1
3.028929,56.173925,14.74103,2
4.27987,55.618882,14.650223,2
4.150325,54.823041,14.856295,5
4.534416,53.19024,15.541245,4
5.119805,50.489021,16.575509,3
5.258214,47.345508,17.695995,4
4.275,40.769786,20.114082,3
4.639286,35.609626,22.385759,2
6.345779,33.872962,23.659059,4
5.275325,28.616364,25.065586,2
5.281429,23.119523,26.03962,4
3.944805,23.849597,27.265927,7
2.696429,22.407541,27.085664,6
2.484416,21.241871,27.268105,5
2.639935,22.126104,26.902518,8
2.4825,22.371767,25.104455,8
2.797078,25.935626,22.090755,10
4.330195,33.801169,20.06375,10
6.625649,44.751336,18.874664,12
8.628571,52.457396,18.178973,12
11.323214,58.755128,17.56481,13
15.766558,61.66887,17.304936,12
