,ELM_prediction,ELM_real,Linear_prediction,Linear_real,KNN_prediction,KNN_real,DecisionTree_prediction,DecisionTree_real,SVR_prediction,SVR_real,RandomForest_prediction,RandomForest_real
107,13.244020453272425,17.0,9.732839150579654,17.0,13.6,17.0,15.545714285714283,17.0,52.79907711962919,17.0,15.248811881188118,17.0
108,36.98270408140611,35.0,35.72034301951252,35.0,37.279999999999994,35.0,40.475,35.0,97.62214907554035,35.0,36.40277227722774,35.0
109,4.338131919641377,5.0,8.924584377475643,5.0,4.0,5.0,4.121951219512195,5.0,203.37423645166353,5.0,4.088118811881188,5.0
110,13.301256673261847,13.7,13.83081793975348,13.7,13.4,13.7,12.356666666666667,13.7,-5.5922559598183135,13.7,12.745742574257523,13.7
111,4.110139437317958,5.0,4.427009308887158,5.0,6.0,5.0,7.838983050847458,5.0,-22.965953384097375,5.0,6.084158415841584,5.0
112,5.213333212372213,7.0,4.982529340654622,7.0,6.0,7.0,4.792307692307692,7.0,-35.79924065382987,7.0,5.574752475247525,7.0
113,19.313232216932764,18.0,20.163809300363464,18.0,17.4,18.0,20.443835616438356,18.0,33.04179100467325,18.0,18.448514851485168,18.0
114,20.856759421522398,21.0,23.61954241439434,21.0,22.54,21.0,22.0925,21.0,74.70952516802181,21.0,20.756138613861427,21.0
115,11.848838667663081,10.0,11.705718391115822,10.0,11.180000000000001,10.0,10.344615384615384,10.0,40.51044953408848,10.0,11.770891089108826,10.0
116,22.085627443407972,21.0,19.940786674502494,21.0,23.8,21.0,18.873809523809523,21.0,2.48108924292584,21.0,21.510594059405953,21.0
117,22.876460908939848,24.0,22.376377559716083,24.0,25.5,24.0,23.471052631578942,24.0,9.733257474152142,24.0,24.397326732673204,24.0
118,2.1970781666754604,5.0,-0.018536697666672097,5.0,2.8,5.0,3.347826086956522,5.0,127.28148753162164,5.0,3.223762376237624,5.0
119,18.907554249944948,17.0,18.89280790729206,17.0,16.4,17.0,16.968674698795184,17.0,49.611287957910605,17.0,14.866039603960397,17.0
120,21.754697941191367,22.7,28.97374412126733,22.7,22.740000000000002,22.7,23.93623188405797,22.7,106.68827083712905,22.7,23.647128712871336,22.7
121,25.427687661430063,29.5,24.614061616805895,29.5,26.5,29.5,22.6,29.5,3.0209261497243602,29.5,26.20039603960397,29.5
122,4.321947685008496,5.0,8.290918471156482,5.0,4.4,5.0,4.121951219512195,5.0,163.56119132248244,5.0,4.571287128712871,5.0
123,13.529874921644122,14.5,17.776355783049826,14.5,13.0,14.5,18.5,14.5,31.462163789054085,14.5,16.404356435643567,14.5
124,2.04536786925231,2.0,4.800545101738152,2.0,3.4,2.0,4.121951219512195,2.0,3.8472653176796285,2.0,3.545049504950495,2.0
125,21.556255270827084,24.3,25.335851781554872,24.3,20.2,24.3,22.0925,24.3,79.57148473043239,24.3,23.89811881188113,24.3
126,28.66598971617355,17.0,25.79508547976097,17.0,29.9,17.0,28.931958762886605,17.0,32.18770149114494,17.0,29.322871287128724,17.0
127,10.124207841110547,6.0,11.646376248310895,6.0,10.6,6.0,8.583333333333334,6.0,71.03714388990372,6.0,9.792475247524752,6.0
128,2.9146596482456033,4.0,7.5220285151041715,4.0,4.0,4.0,4.121951219512195,4.0,146.5296140354368,4.0,3.5326732673267327,4.0
129,18.80596866967409,19.0,19.085716449363055,19.0,19.6,19.0,18.873809523809523,19.0,18.268956105592565,19.0,20.515247524752485,19.0
130,18.790911782755938,14.0,20.849205550237965,14.0,18.8,14.0,19.539473684210524,14.0,20.30141744615923,14.0,19.817524752475222,14.0
131,6.936499849591371,5.0,0.7197517465609344,5.0,4.6,5.0,5.447368421052632,5.0,138.78960177591148,5.0,4.473267326732674,5.0
132,18.43866907815788,13.3,21.011683114460897,13.3,20.0,13.3,18.151515151515152,13.3,43.4916923948897,13.3,19.618118811881182,13.3
133,9.747280496784544,10.0,11.017349183588244,10.0,10.86,10.0,11.122222222222222,10.0,3.926520254819007,10.0,10.066138613861378,10.0
134,35.31366433132181,30.7,32.134561321133624,30.7,34.4,30.7,40.475,30.7,64.30546268088975,30.7,35.106732673267345,30.7
135,13.954848130895556,13.0,18.466269432813025,13.0,12.4,13.0,21.500000000000004,13.0,22.112330434085376,13.0,18.020396039603963,13.0
136,16.077494556842577,15.0,12.945008761990596,15.0,13.0,15.0,15.218,15.0,-1.8418653860842937,15.0,16.11089108910891,15.0
137,18.02982944397177,21.0,22.069726625656404,21.0,20.2,21.0,16.968674698795184,21.0,98.03133533770705,21.0,15.73069306930693,21.0
138,25.324956304501725,22.5,23.78321303504269,22.5,28.7,22.5,23.471052631578942,22.5,2.8527789127135534,22.5,28.83089108910883,22.5
139,20.254313652691575,19.0,22.459379169022515,19.0,23.0,19.0,19.539473684210524,19.0,42.75560989120177,19.0,21.267920792079092,19.0
140,6.291866649409592,3.0,5.852724909956466,3.0,8.1,3.0,5.447368421052632,3.0,-3.5368625823984097,3.0,6.323762376237624,3.0
141,15.069954452778934,17.7,14.857183351619243,17.7,16.259999999999998,17.7,14.225641025641025,17.7,82.91797242936137,17.7,15.795148514851437,17.7
142,15.86864133059743,11.0,18.75266185314143,11.0,16.4,11.0,18.151515151515152,11.0,32.842984345680904,11.0,12.535148514851485,11.0
143,23.28102833159904,20.0,22.627416413898768,20.0,21.18,20.0,23.471052631578942,20.0,13.4380869169021,20.0,22.486633663366245,20.0
144,14.011544586488473,10.0,13.147386102312643,10.0,13.8,10.0,15.218,10.0,4.039316223739423,10.0,12.802970297029702,10.0
145,26.396358031664718,27.5,24.644819456751453,27.5,26.1,27.5,28.931958762886605,27.5,50.150481076472744,27.5,27.96792079207921,27.5
146,11.94235133635955,14.0,12.99085546531453,14.0,12.2,14.0,14.225641025641025,14.0,47.110525745756064,14.0,12.316930693069306,14.0
147,12.56136432934905,9.0,14.001282971647615,9.0,11.6,9.0,12.356666666666667,9.0,-4.163127832202935,9.0,11.452871287128728,9.0
148,12.906658847811492,8.0,14.061426638748003,8.0,10.8,8.0,14.225641025641025,8.0,57.591251115278645,8.0,12.54821782178218,8.0
149,6.6858495122686605,5.0,4.781551502970423,5.0,5.2,5.0,4.121951219512195,5.0,-49.1003062791776,5.0,4.704455445544554,5.0
150,7.449234454820676,7.5,11.76338760582663,7.5,8.2,7.5,10.344615384615384,7.5,63.270344259662465,7.5,9.268415841584156,7.5
151,25.963796541889835,28.0,24.646010123356625,28.0,23.6,28.0,22.0925,28.0,64.61294888185299,28.0,25.377623762376263,28.0
152,13.052572399036944,11.7,13.560531615133382,11.7,13.080000000000002,11.7,10.344615384615384,11.7,48.391639818733864,11.7,12.530297029702966,11.7
153,9.991630963681033,12.0,5.34955690293315,12.0,8.6,12.0,10.541666666666666,12.0,23.86635794920016,12.0,10.166831683168317,12.0
154,17.657703789709302,23.0,20.744207191219687,23.0,16.259999999999998,23.0,18.151515151515152,23.0,63.17362712847223,23.0,17.245049504950487,23.0
155,4.800886246140852,7.0,4.431131935564316,7.0,4.6,7.0,4.792307692307692,7.0,-30.914271590830495,7.0,4.59009900990099,7.0
156,29.13266119572525,31.0,32.31063350756939,31.0,32.56,31.0,21.55,31.0,-110.58376637894368,31.0,25.03623762376237,31.0
157,15.257422042264842,17.0,16.886514017628368,17.0,16.740000000000002,17.0,15.50108695652174,17.0,11.916728993552677,17.0,14.853267326732688,17.0
158,19.593888608085432,18.0,17.223437069498893,18.0,17.4,18.0,15.50108695652174,18.0,30.147987154489485,18.0,19.494158415841593,18.0
159,17.50810037563992,20.0,14.98433563415652,20.0,14.540000000000001,20.0,15.50108695652174,20.0,27.181226638717185,20.0,16.48702970297033,20.0
160,25.78415212248281,21.0,23.80727415178609,21.0,24.4,21.0,23.471052631578942,21.0,51.376971531769826,21.0,24.379603960395976,21.0
161,7.774915455934341,7.0,9.70534508198404,7.0,7.0,7.0,6.620689655172414,7.0,110.80407228911092,7.0,7.81039603960396,7.0
162,12.603454061100116,14.3,14.486002130555397,14.3,14.059999999999999,14.3,14.225641025641025,14.3,133.55652004429362,14.3,14.200099009900965,14.3
163,4.605239917172799,4.0,0.5118933392128078,4.0,4.6,4.0,3.347826086956522,4.0,76.98528508203458,4.0,4.860396039603961,4.0
164,35.65284016815401,34.0,33.76982906957075,34.0,35.4,34.0,31.99375,34.0,149.90138610663752,34.0,36.50950495049504,34.0
165,18.49589694775169,26.7,21.235455698904744,26.7,14.86,26.7,20.061666666666667,26.7,-32.92536096702952,26.7,18.679504950494934,26.7
166,2.5300938010447283,2.0,2.1014578483549506,2.0,3.2,2.0,2.746376811594203,2.0,-68.45382366651869,2.0,2.2504950495049503,2.0
167,10.762439649194128,13.0,12.097729723054252,13.0,10.919999999999998,13.0,12.674725274725274,13.0,3.0281629459006503,13.0,12.349603960396028,13.0
168,8.82316185872698,4.0,7.077489609267515,4.0,8.6,4.0,8.583333333333334,4.0,-18.16530344365337,4.0,8.561881188118813,4.0
169,57.2405949205129,52.0,48.311480330812955,52.0,49.2,52.0,45.55733333333334,52.0,-89.77036018710324,52.0,49.20138613861384,52.0
170,38.49270248305233,31.0,36.086430045608616,31.0,36.0,31.0,35.87924528301887,31.0,-33.99926327697075,31.0,36.486534653465334,31.0
171,12.373187731109972,11.3,12.828665315250486,11.3,12.22,11.3,12.674725274725274,11.3,-1.304574678477593,11.3,12.341980198019742,11.3
172,18.77572768146848,18.0,18.110091249544713,18.0,21.4,18.0,18.873809523809523,18.0,21.472955097039595,18.0,20.40287128712869,18.0
173,7.536444095235094,8.0,3.5673094861931105,8.0,7.0,8.0,10.541666666666666,8.0,83.11169380994247,8.0,8.026732673267327,8.0
174,5.324149094709746,4.0,5.049308553464785,4.0,5.4,4.0,4.792307692307692,4.0,-31.470438559015406,4.0,5.237623762376238,4.0
175,18.100983551717942,20.0,17.316858604934566,20.0,16.0,20.0,17.503921568627455,20.0,2.6810367391528587,20.0,17.7911881188119,20.0
176,14.484295631941478,14.0,14.45767890225952,14.0,13.0,14.0,13.858490566037736,14.0,22.910214362305677,14.0,12.817821782178225,14.0
177,18.61281108320354,21.0,17.089411846613064,21.0,16.2,21.0,15.50108695652174,21.0,34.17148174095409,21.0,17.24326732673268,21.0
178,3.584674033280976,3.0,5.948881881274808,3.0,3.3,3.0,4.121951219512195,3.0,40.050767519421356,3.0,3.4475247524752475,3.0
179,8.963204203704162,7.0,7.752156523451081,7.0,7.8,7.0,10.166666666666666,7.0,-12.171549399159588,7.0,9.59009900990099,7.0
180,15.03558390726969,18.0,13.868753994992627,18.0,16.0,18.0,15.545714285714283,18.0,36.13170930546966,18.0,15.138712871287115,18.0
181,16.89577018315519,17.0,20.343286104450257,17.0,15.0,17.0,18.294999999999998,17.0,-33.822703539653716,17.0,18.058811881188074,17.0
182,15.917619220772291,18.0,15.579094558990262,18.0,15.88,18.0,16.968674698795184,18.0,42.841171200078605,18.0,15.851881188118837,18.0
183,63.09603031510516,63.0,55.634687601363055,63.0,57.2,63.0,45.55733333333334,63.0,-72.50001938102095,63.0,53.1006930693069,63.0
184,19.042405357395943,14.0,15.322047222731639,14.0,16.8,14.0,18.151515151515152,14.0,22.533758736244504,14.0,15.895346534653465,14.0
185,49.166247627443454,44.7,43.97339677578903,44.7,48.160000000000004,44.7,45.55733333333334,44.7,-51.93248749044518,44.7,47.21920792079231,44.7
186,18.93921498117763,25.0,20.09814278335123,25.0,23.34,25.0,18.5,25.0,36.73465801029605,25.0,21.09099009900992,25.0
187,57.217490143771656,61.0,48.93718392213001,61.0,53.2,61.0,45.55733333333334,61.0,28.953851333933834,61.0,52.02039603960405,61.0
188,9.55727387263493,9.0,10.813057381376993,9.0,7.9,9.0,8.583333333333334,9.0,27.05599197323687,9.0,8.346039603960396,9.0
189,31.475601012685278,24.0,31.33926084975959,24.0,32.760000000000005,24.0,35.87924528301887,24.0,-87.55502218359193,24.0,33.00148514851482,24.0
190,11.249975707283191,16.0,11.525382935405293,16.0,13.0,16.0,11.536956521739132,16.0,-3.581987996340196,16.0,14.298712871287133,16.0
191,11.672255728722853,14.5,10.799848855581828,14.5,10.8,14.5,11.536956521739132,14.5,-30.290135269965802,14.5,12.296039603960397,14.5
192,12.560045008710656,15.0,12.847945506404775,15.0,13.459999999999999,15.0,14.225641025641025,15.0,60.628653272419314,15.0,13.891683168316822,15.0
193,16.790820573202815,20.0,21.403075907715987,20.0,18.8,20.0,16.53846153846154,20.0,-91.41097026406732,20.0,17.670693069306914,20.0
