,0,1,2,3,4
72,이산화황,0.019230769230769232,0.0021137477659216777,0.3151515151515151,0.04697724839944554
73,일산화탄소,0.009615384615384616,0.0,0.31137724550898205,0.04003905442877867
74,형,0.22115384615384617,0.11554527671297232,0.3969465648854962,0.1790603076328164
75,배기,0.009615384615384616,0.0,0.28454172366621067,0.018804192321085992
76,가스,0.009615384615384616,0.0,0.28454172366621067,0.018804192321085992
77,화산,0.057692307692307696,0.031247671711778963,0.3674911660777385,0.06606821723272417
78,자연,0.009615384615384616,0.0,0.2690815006468305,0.0069381939706668685
79,폭발,0.009615384615384616,0.0,0.2690815006468305,0.0069381939706668685
80,분출,0.009615384615384616,0.0,0.2690815006468305,0.0069381939706668685
81,혼합형,0.04807692307692308,0.010741393698318683,0.4135188866799205,0.13542302554114835
