0	1
1	0
2	1
3	1
4	1
7	1
9	0
10	1
11	0
12	0
13	0
17	0
19	0
20	0
21	0
22	0
23	0
24	0
26	1
27	1
28	0
29	0
31	1
33	0
34	0
36	0
38	0
39	0
41	0
42	0
43	0
44	1
45	1
46	0
47	1
48	0
49	0
50	0
51	0
52	1
54	1
55	0
56	0
57	0
58	0
59	0
60	1
63	1
64	0
65	0
66	0
67	0
68	0
69	0
71	1
73	0
74	1
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
84	1
85	0
86	1
89	0
90	1
91	0
92	1
93	0
94	1
95	1
97	0
98	1
99	0
101	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	1
112	0
113	0
115	0
118	0
120	0
122	1
123	0
124	0
125	0
126	0
127	0
128	1
129	0
130	0
131	0
132	0
133	0
134	0
136	0
137	1
138	0
139	0
141	1
142	1
143	0
144	0
145	1
146	0
147	0
148	0
150	0
151	0
152	0
153	0
155	0
156	1
157	0
158	0
159	0
160	1
163	0
165	0
166	1
167	0
168	0
170	0
171	0
174	0
175	0
176	0
177	1
178	1
179	0
180	0
181	0
183	1
184	0
185	0
186	0
187	0
188	0
189	0
190	0
192	0
194	0
195	0
196	1
198	0
199	0
200	0
201	0
202	0
203	0
205	1
206	0
207	0
208	0
209	0
210	1
213	1
215	0
216	0
217	0
218	0
220	1
221	1
222	0
223	0
224	1
225	0
226	0
227	0
229	0
231	0
232	0
233	0
236	0
237	0
238	1
240	0
243	1
244	0
245	0
246	0
247	1
248	0
249	0
250	1
251	0
252	1
253	0
254	0
255	0
256	0
257	1
258	1
261	0
262	0
263	0
264	0
265	0
266	0
267	1
269	1
270	1
271	0
272	0
273	1
274	0
275	0
277	1
279	0
280	0
281	0
282	0
284	1
285	0
286	0
289	0
290	0
291	0
292	0
293	0
294	1
295	1
296	1
297	0
298	0
300	0
301	0
302	0
303	0
304	1
305	1
306	1
307	1
308	0
309	0
310	0
312	0
313	1
314	0
315	0
316	0
317	0
318	1
319	0
320	1
321	0
322	0
324	0
326	0
327	0
328	0
331	0
333	0
334	0
335	0
336	1
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	1
345	0
346	0
347	0
348	0
349	0
351	0
352	0
354	0
355	1
356	0
358	0
359	0
360	0
361	1
363	0
364	0
365	0
366	0
367	0
368	0
369	1
370	0
375	1
377	0
378	0
379	1
380	1
381	0
382	0
383	0
384	0
386	0
387	1
389	0
390	1
391	0
392	1
393	1
394	0
395	0
396	1
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	1
410	1
411	0
412	0
413	0
415	1
416	0
417	1
421	0
423	1
424	1
425	0
426	1
427	0
428	1
429	0
431	1
432	0
433	1
434	0
435	1
436	0
438	0
439	1
440	0
441	1
442	0
443	1
445	0
446	0
448	0
450	1
454	0
455	0
456	0
457	1
458	0
460	1
461	0
462	1
464	0
465	0
468	0
470	0
471	0
472	1
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	1
482	0
483	0
484	1
486	0
487	1
488	0
489	0
490	0
492	1
494	1
495	0
496	0
497	0
498	0
499	1
501	1
502	0
503	0
505	1
506	0
507	1
508	0
509	1
510	0
511	0
512	1
514	0
515	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
528	1
530	0
531	0
532	0
533	0
535	0
536	0
539	0
541	0
544	0
545	1
546	0
547	0
549	1
550	1
551	0
552	0
553	0
554	1
555	0
556	1
557	0
558	0
559	0
560	0
561	0
562	0
563	1
564	0
566	1
567	0
568	0
569	1
570	0
573	0
574	0
575	0
576	1
577	0
580	0
581	0
583	0
584	0
586	0
587	0
588	1
589	0
590	1
591	0
592	0
593	0
594	1
595	1
596	1
597	1
598	0
599	0
601	0
602	0
603	1
605	0
606	0
607	0
610	1
611	0
612	0
614	1
616	1
617	0
618	1
619	1
620	1
621	0
622	0
623	0
624	0
625	1
627	0
628	0
629	0
630	1
631	0
633	1
634	0
635	1
637	0
638	1
639	1
640	0
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	1
652	0
653	1
654	0
656	0
657	0
658	0
659	1
660	0
661	0
662	1
663	0
664	1
665	0
666	0
667	1
668	0
669	1
670	0
671	0
672	1
673	0
674	0
675	0
676	1
677	1
678	0
679	0
685	0
687	0
688	1
689	0
690	1
691	0
693	1
694	1
695	1
696	0
697	0
698	0
699	0
700	1
701	1
702	0
703	1
705	1
706	0
707	1
708	1
709	0
710	1
711	0
712	0
713	1
715	1
716	0
717	1
718	0
719	1
720	1
722	0
723	0
724	0
725	0
726	0
728	0
729	0
730	0
731	0
732	0
733	0
734	0
735	0
736	0
737	0
738	0
740	0
741	0
742	0
743	0
744	1
746	0
747	1
748	1
749	0
750	1
751	1
752	0
753	0
754	1
755	0
760	0
761	0
763	1
764	1
765	1
767	0
769	0
770	0
771	0
772	0
774	0
775	1
776	0
777	1
778	1
779	0
780	1
781	0
782	0
783	0
784	0
785	1
786	0
787	0
788	0
789	0
790	1
791	0
792	1
793	0
794	1
796	1
797	1
798	1
799	0
800	0
801	1
802	0
803	0
804	1
805	0
807	0
808	0
809	1
810	1
811	1
812	0
813	1
814	0
815	0
816	1
817	1
818	0
819	0
820	0
821	1
822	0
824	1
826	0
827	1
828	0
829	0
830	0
831	0
832	1
834	0
836	1
837	0
838	1
839	0
840	1
841	1
842	1
843	0
844	0
845	1
846	0
847	1
848	0
850	0
851	0
853	1
854	0
855	0
858	0
860	0
861	0
863	0
865	0
866	0
867	0
868	1
869	0
870	0
871	1
872	1
873	1
874	0
875	0
876	0
878	0
879	0
880	1
881	1
882	0
883	1
884	0
885	0
886	0
887	1
888	0
890	1
891	1
893	1
895	0
897	0
898	0
899	0
901	0
902	0
903	0
904	0
905	1
906	0
907	0
912	0
913	0
914	0
916	0
917	0
918	0
919	0
920	1
921	0
922	1
923	0
924	1
926	0
928	1
929	1
930	0
931	1
932	0
933	1
934	0
935	0
936	1
937	0
938	0
939	0
940	1
942	1
943	1
944	0
945	0
947	1
948	1
949	1
951	0
952	1
953	0
955	1
956	0
957	1
958	0
959	0
960	0
961	0
962	0
963	0
964	0
965	1
966	1
967	0
968	0
969	0
973	0
975	1
977	0
978	1
979	0
981	1
982	0
983	1
984	1
985	1
986	0
987	0
988	0
990	0
991	1
992	0
993	1
994	0
995	0
997	0
999	0
